2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875,1874,1873,1872,1871
129.77,111.98,98.39,91.91,109.46,108.02,94.66,96.8,88.66,59.3,17.78,79.16,101.48,89.14,77.3,66.44,38.32,35.1,72.19,71.91,57.8,61.87,61.35,55.58,51.35,37.72,33.8,29.09,40.07,45.56,49.52,38.1,32.92,33.58,39.7,34.8,32.54,41.05,43.14,48.67,45.76,44.06,42.78,36.03,43.03,44.37,37.95,34.84,32.38,38.52,40.76,39.5,42.38,41.0,36.64,32.68,30.33,26.71,27.57,28.97,25.12,29.81,31.04,33.94,26.06,23.44,22.58,23.13,28.54,24.7,23.87,17.29,12.39,13.25,13.13,13.57,15.31,18.8,18.71,16.15,11.48,19.71,18.3,13.84,9.19,8.37,7.86,10.5,15.14,23.52,20.27,16.12,17.6,17.54,13.51,14.23,10.26,4.21,10.36,12.36,15.07,23.47,33.14,21.46,12.93,15.83,18.13,16.4,19.87,19.11,16.12,18.95,21.36,19.87,14.53,16.46,18.49,15.72,15.85,15.26,13.01,11.69,7.92,9.29,6.12,9.28,12.22,11.36,9.22,9.66,7.89,10.92,10.63,8.29,9.41,10.89,10.81,10.86,12.94,9.84,9.52,7.93,6.54,8.27,10.04,9.49,8.35,7.94
