2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875,1874,1873,1872,1871
53.75,49.87,47.56,46.09,42.2,37.72,34.19,29.42,26.05,26.07,33.92,33.17,30.98,28.36,25.67,23.7,22.32,22.38,23.49,24.92,24.82,24.14,23.6,22.57,22.1,21.67,21.93,22.23,22.69,22.03,20.33,19.18,18.83,18.16,17.97,17.58,17.68,17.72,17.93,18.51,18.81,18.89,17.48,16.66,17.43,18.38,18.62,18.77,19.82,21.06,21.73,21.64,21.92,21.49,20.13,18.54,17.6,16.92,16.44,15.64,15.21,15.83,15.84,15.37,14.49,13.54,13.27,13.37,14.77,12.14,9.69,9.02,8.3,9.11,9.03,8.81,8.77,11.51,11.94,11.13,9.15,13.96,12.92,8.56,8.44,8.37,9.59,14.11,15.29,14.17,12.49,11.18,9.79,8.42,7.99,7.7,7.58,6.68,6.6,7.05,8.68,12.65,12.13,10.49,10.45,12.06,12.43,13.06,12.79,11.07,11.12,12.63,11.24,9.79,9.2,10.87,9.69,10.06,9.9,6.68,7.43,6.79,6.79,7.06,8.03,8.92,7.92,7.35,7.0,7.09,6.98,7.59,7.09,7.37,9.41,8.98,8.05,7.9,6.87,5.18,5.53,5.02,7.01,6.89,7.2,6.81,5.82,5.16
